user,waktu,review,label,clean_text,prediksi_model
Rakhiel Marsaullina,7 tahun lalu,Destinasi wisata di kabupaten kediri yg semakin berbenah diri..bagus tempatnya..merupakan gunung aktif dimana anak kelud terus tumbuh dan tahun 2014 anak kelud tersebut meletus dan material anak kelud habis dan efek letusannya abu nya …,positif,destinasi wisata di kabupaten diri yg makin benah diribagus tempatnyamerupakan gunung aktif mana anak kelud terus tumbuh dan tahun anak kelud sebut letus dan material anak kelud habis dan efek letus abu nya,positif
SJM Tech,2 tahun lalu,"Bagus banget tempatnya, udaranya sejuk, terbaik dikediri, terutama tempat² makan dan penjual buahnya ramah dan harganya super murah",positif,bagus banget tempat udara sejuk baik diri utama tempat makan dan jual buah ramah dan harga super murah,positif
ILYAS,9 tahun lalu,"Pada 10 Februari 2014, Gunung Kelud dinaikkan statusnya menjadi Siaga dan kemudian pada tanggal 13 Februari pukul 21.15 diumumkan status bahaya tertinggi, Awas (Level IV). Hanya dalam waktu kurang dari dua jam, pada pukul 22.50 telah terjadi letusan pertama tipe ledakan (eksplosif)",negatif,pada februari gunung kelud naik status jadi siaga dan kemudian pada tanggal februari pukul umum status bahaya tinggi awas level iv hanya dalam waktu kurang dari dua jam pada pukul telah jadi letus pertama tipe ledak eksplosif,negatif
mbemmbem oon,7 tahun lalu,"Salah satu gunung teraktif di indonesia,produk unggulannya nanas dg harga yg sangat terjangkau.akses menuju sini sangat mudah,banyak wahana wisata yg di tawarkan.untuk tiket masuknya pada weekend per orang 10 rb..",positif,salah satu gunung aktif di indonesiaproduk unggul nanas dg harga yg sangat terjangkauakses tuju sini sangat mudahbanyak wahana wisata yg di tawarkanuntuk tiket masuk pada weekend per orang rb,positif
Enji Adi Purwanto,8 tahun lalu,"Gunung Kelud adalah gunung aktif yang mempunyai ketinggian 1.731 Mdpl, gunung Kelud terletak diantara Blitar, Kediri dan Malang. Untuk akses pendakian gunung Kelud ini saya lebih suka jalur pendakian gunung Kelud via Desa Tulungrejo Kec. …",positif,gunung kelud adalah gunung aktif yang punya tinggi mdpl gunung kelud letak antara blitar diri dan malang untuk akses daki gunung kelud ini saya lebih suka jalur daki gunung kelud via desa tulungrejo kec,positif
Yuda Rohmadani,5 tahun lalu,banyak tempat keren di atas. perjalanan menuju ke kawah lumayan terjal tapi asik,positif,banyak tempat keren di atas jalan tuju ke kawah lumayan terjal tapi asik,positif
Riska Faida,Diedit 5 tahun lalu,Pemandangannya bagus banget masih asri banget.. Enak bngt kalau ksana. Pasti bakal ketagihan kayak q.,positif,pandang bagus banget masih asri banget enak bngt kalau ksana pasti bakal tagih kayak q,positif
Alif Rahmadani,7 tahun lalu,"Gunung Kelud adalah salah satu gunung berapi yang masih aktif di Jawa timur, gunung yang menyajikan pesona alam di sekitarnya dan masih alami dan sejuk, cocok buat kalian yang ingin libur mendaki di kelud",positif,gunung kelud adalah salah satu gunung rap yang masih aktif di jawa timur gunung yang saji pesona alam di sekitar dan masih alami dan sejuk cocok buat kalian yang ingin libur daki di kelud,positif
Arsa Channel,7 tahun lalu,"Wisata yg mengasyikkan,walau utk samp puncak bth tenaga ekstra,tp setelah samp puncak,seakan terbayar sdh capeknya dg pemandangan yg di suguhkan.",negatif,wisata yg mengasyikkanwalau utk samp puncak bth tenaga ekstratp telah samp puncakseakan bayar sdh capek dg pandang yg di suguh,negatif
Sutan Syahrul Ramadhan,8 tahun lalu,Dengan suasana sejuk dan hujan rintik2 menambah indah ny pemandangan ketika berada disana dan juga dapat mandi air panas d daerah bwah anak gunung,positif,dengan suasana sejuk dan hujan rintik tambah indah ny pandang ketika ada sana dan juga dapat mandi air panas d daerah bwah anak gunung,positif
Saila Alfiatin Nuha (Saila Alvi),9 tahun lalu,Gunung Kelud sangat indah. Subhanallah... Allahu Akbar ☝,positif,gunung kelud sangat indah subhanallah allahu akbar,positif
Wemmy Ak,4 tahun lalu,Panorama Kawah Yang Indah Dan Jalur Pendakian Via Desa Tulungrejo Kab. Blitar Sangat Recommended.,positif,panorama kawah yang indah dan jalur daki via desa tulungrejo kab blitar sangat recommended,positif
pronk 2002,9 tahun lalu,"kalau pas ga hujan dan pas panen nanas madu.. wuiih.. nanas madunya juara banget. ajiib banget. tanpa dicuci, tanpa gatal dimulut, dan tanpa rasa asam, manis thok. luar biasa. ajaib banget. recomended👍 …",positif,kalau pas ga hujan dan pas panen nanas madu wuiih nanas madu juara banget ajiib banget tanpa cuci tanpa gatal mulut dan tanpa rasa asam manis thok luar biasa ajaib banget recomended,positif
Yudha A Setyawan,7 tahun lalu,"Gunung kelud yang berada di Kediri Jawa Timur ini terakhir meletus pada tahun 2007 lalu. Gunung ini menjadi obyek wisata menarik yang patut dikunjungi jika anda sedang liburan di kota Kediri, banyak kisah dan keindahan alam yang tersimpat …",positif,gunung kelud yang ada di diri jawa timur ini akhir letus pada tahun lalu gunung ini jadi obyek wisata tarik yang patut kunjung jika anda sedang libur di kota diri banyak kisah dan indah alam yang simpat,positif
Nanang Sukistiyawan,6 tahun lalu,"Pemandanganx bagus, perlu ditambahkan lagi tempat2/pos area di dekat area kawah gunung kelud untuk menikmati suasana indahnya pemandangan alamnta",positif,pemandanganx bagus perlu tambah lagi tempatpos area di dekat area kawah gunung kelud untuk nikmat suasana indah pandang alamnta,positif
Victor Wardhana,7 tahun lalu,"Tempat wisata yang masih bisa berpotensi besar untuk dikembangkan ...  Tetap dipertahankan baik biaya masuk, harga makanan, serta kantong parkir di atas di perluas",positif,tempat wisata yang masih bisa potensi besar untuk kembang tetap tahan baik biaya masuk harga makan serta kantong parkir di atas di luas,positif
Satryo Widodo,4 tahun lalu,Tersedia ojek saat ingin ke puncak atau bisa gunakan motor untuk ke puncak,negatif,sedia ojek saat ingin ke puncak atau bisa guna motor untuk ke puncak,negatif
Ritma Wanti,setahun lalu,Tempatnya bagus tapi jalannya jauh mending naik ojek aja,negatif,tempat bagus tapi jalan jauh mending naik ojek aja,negatif
Myln Diana,8 tahun lalu,Sumpah indah banget pemandangannya. Nyegerin mata juga,positif,sumpah indah banget pandang nyegerin mata juga,positif
Prasetyo Hadi,7 tahun lalu,"Sengketa status kepemilikan Gunung Kelud telah terjadi sejak lama antara Kabupaten Kediri dan Kabupaten Blitar. Kedua belah pihak, baik Kabupaten Kediri maupun Kabupaten Blitar sama-sama mengklaim atas kepemilikan Gunung Kelud. Pada tahun …",positif,sengketa status milik gunung kelud telah jadi sejak lama antara kabupaten diri dan kabupaten blitar dua belah pihak baik kabupaten diri maupun kabupaten blitar samasama klaim atas milik gunung kelud pada tahun,positif
Azrul Ananda,8 tahun lalu,Dari ketinggian entah berapa MDPL ini kita bisa melihat betapa indahnya betapa gagahnya dan betapa agungnya ciptaan Tuhan ini.... Andaikan kita bisa mendengarkan rintihan pilu sang ALAM dengan keluh kesahnya tentang KITA yang lemah tetapi angkuh berdiri di atasnya.... Masihkah kita ingin mendengarkan rintihanya lagi ______ ?,positif,dari tinggi entah berapa mdpl ini kita bisa lihat betapa indah betapa gagah dan betapa agung cipta tuhan ini andai kita bisa dengar rintih pilu sang alam dengan keluh kesah tentang kita yang lemah tetapi angkuh diri di atas masih kita ingin dengar rintihanya lagi,positif
Edy Winarto,8 tahun lalu,"Weekend naik gunung parkirnya terbatas, ada yg turun baru boleh naik.
Udara segar, viewnya elok, luar biasa nusantara ini.",positif,weekend naik gunung parkir batas ada yg turun baru boleh naik udara segar viewnya elok luar biasa nusantara ini,positif
Djamal PP,2 tahun lalu,Tempat yang luar biasa untuk wisata keluarga dan temen sekolah maupun kantor. Sangat indah dengan fasilitas yang sangat memadai.,positif,tempat yang luar biasa untuk wisata keluarga dan temen sekolah maupun kantor sangat indah dengan fasilitas yang sangat pada,positif
A. Fanny Imadudin,7 tahun lalu,"Wisata alam yang populer di Kediri. Kita bisa menikmati pemandangan alam yang menakjubkan, dan menghirup udara segar di tempat ini.",positif,wisata alam yang populer di diri kita bisa nikmat pandang alam yang takjub dan hirup udara segar di tempat ini,positif
Fathur Banter,7 tahun lalu,"Pemandangan alam yang indah, dan yg paling penting pastikan kondisi badan benar-benar sehat sebelum mendaki gunung tersebut.",positif,pandang alam yang indah dan yg paling penting pasti kondisi badan benarbenar sehat belum daki gunung sebut,positif
Uncle Bibob,setahun lalu,Kalau bisa bawa motor sendiri KENAPA harus gojek?....,negatif,kalau bisa bawa motor sendiri kenapa harus gojek,negatif
Endang Srigati,8 tahun lalu,"Bagi yang hobby mendaki,jalan menuju Kelud tidak masalah..cuma segera diperbaiki jalan yang berlobang biar nyaman dilewati..",positif,bagi yang hobby mendakijalan tuju kelud tidak masalahcuma segera baik jalan yang berlobang biar nyaman lewat,positif
shinta gunawan,6 tahun lalu,Salah satu gunung yang termasuk mudah di tempuhnya apa lagi untuk pendakian maupun cuma berwisata menggunakan motor mobil,positif,salah satu gunung yang masuk mudah di tempuh apa lagi untuk daki maupun cuma wisata guna motor mobil,positif
UNIVERSAL CHANNEL,7 tahun lalu,"Destinasi yang wow untuk kita kunjungi di daerah kediri,yaitu gunung kelud.
Alam yang begitu masih sejuk dan tempat yang cocok untuk traveler yang ingin foto foto",positif,destinasi yang wow untuk kita kunjung di daerah kediriyaitu gunung kelud alam yang begitu masih sejuk dan tempat yang cocok untuk traveler yang ingin foto foto,positif
yoogha1725,7 tahun lalu,"Visited Kelud before eruption. The lake was bubbling, and this place is nice. Not so difficult to reach because the management provide stairs and track to follow to the crater. But I don't know how it looks like after eruption.",positif,visited kelud before eruption the lake was bubbling and this place is nice not so difficult to reach because the management provide stairs and track to follow to the crater but i dont know how it looks like after eruption,positif
Kreasi Era,3 tahun lalu,"sejuk dan terawat, keren pengelolanya, banyak fasilitas tambahan yg kekinian...",positif,sejuk dan awat keren kelola banyak fasilitas tambah yg kini,positif
indah 07,4 tahun lalu,Sungguh luar biasa ciptaan yg maha kuasa... perlu trus di jadwalkan hiking kesana lagi n lagi.   View yg menawan,positif,sungguh luar biasa cipta yg maha kuasa perlu trus di jadwal hiking kesana lagi n lagi view yg tawan,positif
Francisca Leny,4 tahun lalu,"Sejak meletus berapa th yg lalu banyak perubahan, akses jalannya bagus cm kalua mau ke lokasi lebih baik naik ojeg karna jauh & jalan menajak",positif,sejak letus berapa th yg lalu banyak ubah akses jalan bagus cm kalua mau ke lokasi lebih baik naik ojeg karna jauh jalan tajak,positif
Ina Wati,4 tahun lalu,"Pemandangan bgs, baik untuk menguji kekuatan goweser krn tanjakannya ekstrim.",positif,pandang bgs baik untuk uji kuat goweser krn tanjak ekstrim,positif
SyahraNf,setahun lalu,Bagus,positif,bagus,positif
sadgas,6 tahun lalu,tempat yang bagus..karena kita bisa melihat kawah dri atas... dan jalur pendakian bisa lewat blitar...,positif,tempat yang baguskarena kita bisa lihat kawah dri atas dan jalur daki bisa lewat blitar,positif
Adhi Permana,setahun lalu,"Pemandangan sangat indah, hawa sejuk dan dingin",positif,pandang sangat indah hawa sejuk dan dingin,positif
Batman,8 tahun lalu,Pemandangan sangat bagus. Cuaca sejuk. Dingin jika hujan.. bisa mandi di kolam air panas. Outbond. Dll,positif,pandang sangat bagus cuaca sejuk dingin jika hujan bisa mandi di kolam air panas outbond dll,positif
King Karebet,2 tahun lalu,Pemandangan sangat bagus sdh main kesini berkali kali tp ttp ngangeni. Mantap,positif,pandang sangat bagus sdh main kesini kali kali tp ttp ngangeni mantap,positif
Afin M,5 tahun lalu,"Tempat yg selalu bikin kangen, sejuk, pemandangan bagus, cocok buat yg hobby foto dengan background pemandangan alam...",positif,tempat yg selalu bikin kangen sejuk pandang bagus cocok buat yg hobby foto dengan background pandang alam,positif
Antoxbldw 2,7 tahun lalu,Keren treknya bervariasi jd ngga ngebosenin benar seperti yg dikatakan tour guide nya (via Karangrejo),positif,keren trek variasi jd ngga ngebosenin benar seperti yg kata tour guide nya via karangrejo,positif
Ronaldus E. kanjar,setahun lalu,"Tempatnya adem banget, keren buat foto foto",positif,tempat adem banget keren buat foto foto,positif
Dio Rama,4 tahun lalu,"Htm nya brapa ya , tolong kasih tau lurd , sama mau tanya apa ke area kawah wajib ngojek , ga boleh jalan kaki ??????",negatif,htm nya brapa ya tolong kasih tau lurd sama mau tanya apa ke area kawah wajib ngojek ga boleh jalan kaki,negatif
Vicky Zaynul Firmansyah,7 tahun lalu,Bagus. Tpi sebaiknya akses jalan menuju puncak gunung dari blitar diperbaiki. Karena sangat tidak aman(rusak),positif,bagus tpi baik akses jalan tuju puncak gunung dari blitar baik karena sangat tidak amanrusak,positif
Allvice Juminten,3 tahun lalu,Ga sampai puncak tp pemandangan bagus banget ma syaa Allah,positif,ga sampai puncak tp pandang bagus banget ma syaa allah,positif
Bayu Sari,6 tahun lalu,Tempatnya sejuk dan pemandangannya indah,positif,tempat sejuk dan pandang indah,positif
Boy kitchen,6 tahun lalu,Perjalanan sedikit melelahkan tp semua itu terbayar dengan keindahan kawah gunung kelud,positif,jalan sedikit lelah tp semua itu bayar dengan indah kawah gunung kelud,positif
Atika Laila Rahmatillah,5 tahun lalu,"Sangat indah
Is the best pkoknya😘 …",positif,sangat indah is the best pkoknya,positif
Ogy Hermawan,2 tahun lalu,Udah kesini beli tiket tapi jam masuk dibataasi jadi saya tidak bisa naik.. Kecewa skalli udah naik tinggal dkit ga boleeh masuk trs beli tiket ini buaat apa????,negatif,udah kesini beli tiket tapi jam masuk dibataasi jadi saya tidak bisa naik kecewa skalli udah naik tinggal dkit ga boleeh masuk trs beli tiket ini buaat apa,positif
Maisyarah Khz,4 tahun lalu,"Perjalan yang sangat menyenangkan ,, wisata alam gunung yg mudah untuk di kunjungi",positif,jalan yang sangat senang wisata alam gunung yg mudah untuk di kunjung,positif
ana auliya,7 tahun lalu,"Pertama kali ke gunung ya ke gunung Kelud ini, baru Minggu kemarin kesana. Perjuangan banget bisa sampe sana, meskipun gag sebagus dulu, tapi masih bisa bagus lah buat pengalaman pertama,,",positif,pertama kali ke gunung ya ke gunung kelud ini baru minggu kemarin kesana juang banget bisa sampe sana meski gag bagus dulu tapi masih bisa bagus lah buat alam pertama,positif
ahmad mulyanto,5 tahun lalu,"Gunung Kelud terletak di dua wilayah kabupaten Kediri dan Blitar.
Gunung Kelud ini tergolong berapi aktif dan beberapa kali mengalami erupsi. Alam di sekitar gunung Kelud sangatlah indah dan subur. Rekomended banget buat di kunjungi",positif,gunung kelud letak di dua wilayah kabupaten diri dan blitar gunung kelud ini golong rap aktif dan beberapa kali alami erupsi alam di sekitar gunung kelud sangat indah dan subur rekomended banget buat di kunjung,positif
haidar ali ID,8 tahun lalu,"Banyak orang jual nanas di bawah. Di atas pemandangannya indah, tetapi banyak kabut yang menyelimuti. Cukup dingin dan sejuk.",positif,banyak orang jual nanas di bawah di atas pandang indah tetapi banyak kabut yang limut cukup dingin dan sejuk,positif
Yulianto,Diedit 6 tahun lalu,"Gunung Kelud adalah gunung berapi bersifat explosive. Setelah meletus beberapa tahun silam, salah satu objek wisata andalan Kabupaten Kediri adalah Gunung Kelud , semakin banyak dikunjungi wisatawan baik domestik maupun mancanegara. …",positif,gunung kelud adalah gunung rap sifat explosive telah letus beberapa tahun silam salah satu objek wisata andal kabupaten diri adalah gunung kelud makin banyak kunjung wisatawan baik domestik maupun mancanegara,positif
Rahma Rizki,5 tahun lalu,a very amazing place with a fresh panorama in the eyes surrounded by thick and cold fog to make things more comfortable. a trip full of inclines is not an obstacle.,positif,a very amazing place with a fresh panorama in the eyes surrounded by thick and cold fog to make things more comfortable a trip full of inclines is not an obstacle,positif
ONLY SUB INDO,3 tahun lalu,Tempat wisata langganan sangat suka dgn pemandangan alamnya. Tp sayang skali untuk kali ini dikecewakan dgn attitude oknum di penjualan tiket. Begitu santainya mempermalukan saya didepan org bnyak dan karyawan lainnya dgn melontarkan …,negatif,tempat wisata langgan sangat suka dgn pandang alam tp sayang skali untuk kali ini kecewa dgn attitude oknum di jual tiket begitu santai malu saya depan org bnyak dan karyawan lain dgn lontar,negatif
farida khoir,6 tahun lalu,Pemandangan yang bagus😍 eksotis Indonesia🤗 …,positif,pandang yang bagus eksotis indonesia,positif
